movie_id,genres,director,actor
2967006,Comedy Drama,['MichaelWinterbottom'],"['SteveCoogan', 'RobBrydon', 'RosieFellner', 'ClaireKeelan']"
2980592,Action Crime Horror Mystery Thriller,['AdamWingard'],"['DanStevens', 'SheilaKelley', 'MaikaMonroe', 'JoelDavidMoore']"
3089388,Documentary History,['Teller'],[]
3099498,Comedy Drama Horror,['KevinSmith'],"['JustinLong', 'MichaelParks', 'HaleyJoelOsment', 'GenesisRodriguez']"
3445270,Documentary Sport,"['ChapmanWay', 'MaclainWay']",[]
119567,Action Adventure SciFi,['StevenSpielberg'],"['JeffGoldblum', 'JulianneMoore', 'PetePostlethwaite', 'VinceVaughn']"
143145,Action Adventure Thriller,['MichaelApted'],"['PierceBrosnan', 'SophieMarceau', 'RobertCarlyle', 'DeniseRichards']"
3794354,Action Adventure Family SciFi,['JeffFowler'],"['BenSchwartz', 'JamesMarsden', 'JimCarrey', 'TikaSumpter']"
7395114,Crime Drama Thriller,['AntonioCampos'],"['BillSkarsgård', 'TomHolland', 'BanksRepeta', 'EmilioSubercaseauxCampos']"
8110232,Crime Drama,['AlanTaylor'],"['AlessandroNivola', 'LeslieOdomJr.', 'JonBernthal', 'VeraFarmiga']"
388795,Drama Romance,['AngLee'],"['JakeGyllenhaal', 'HeathLedger', 'MichelleWilliams', 'RandyQuaid']"
8106534,Action Thriller,['MichaelBay'],"['RyanReynolds', 'MélanieLaurent', 'ManuelGarcia-Rulfo', 'BenHardy']"
8169446,Comedy,[],"['AmyPoehler', 'RachelDratch', 'AnaGasteyer', 'MayaRudolph']"
87544,Animation Adventure Fantasy SciFi,['HayaoMiyazaki'],"['SumiShimamoto', 'MahitoTsujimura', 'HisakoKyôda', 'GorôNaya']"
90887,Comedy Horror SciFi,['StephenHerek'],"['DeeWallace', 'M.EmmetWalsh', 'BillyGreenBush', 'ScottGrimes']"
440803,Horror Mystery Thriller,"['BanjongPisanthanakun', 'ParkpoomWongpoom']","['AnandaEveringham', 'NatthaweeranuchThongmee', 'AchitaSikamana', 'UnnopChanpaibool']"
454987,Comedy Crime,['BobOdenkirk'],"['DaxShepard', 'WillArnett', 'ChiMcBride', 'DavidKoechner']"
765443,Crime Drama Thriller,['DavidCronenberg'],"['NaomiWatts', 'ViggoMortensen', 'ArminMueller-Stahl', 'JosefAltin']"
1181795,Action Drama Fantasy Thriller,['GuyMoshe'],"['JoshHartnett', 'DemiMoore', 'WoodyHarrelson', 'Gackt']"
1270761,Fantasy Horror Thriller,['TroyNixey'],"['KatieHolmes', 'GuyPearce', 'BaileeMadison', 'BruceGleeson']"
1436045,Action Adventure Drama,['TakashiMiike'],"['KôjiYakusho', 'TakayukiYamada', 'YûsukeIseya', 'IkkiSawamura']"
2006040,Comedy Horror,"['CrispianMills', 'ChrisHopewell']","['SimonPegg', 'PaulFreeman', 'AmaraKaran', 'ClareHiggins']"
2235779,Horror Mystery Thriller,['JohnPogue'],"['JaredHarris', 'SamClaflin', 'OliviaCooke', 'ErinRichards']"
3195644,Horror Mystery Thriller,[],"['DermotMulroney', 'StefanieScott', 'AngusSampson', 'LeighWhannell']"
116287,Drama Thriller,['JamesFoley'],"['MarkWahlberg', 'ReeseWitherspoon', 'WilliamPetersen', 'AmyBrenneman']"
455407,Horror Thriller,['BreckEisner'],"['RadhaMitchell', 'TimothyOlyphant', 'DaniellePanabaker', 'JoeAnderson']"
806203,Drama Horror SciFi Thriller,"['DavidPastor', 'ÀlexPastor']","['ChrisPine', 'PiperPerabo', 'LouTaylorPucci', 'EmilyVanCamp']"
1598778,Action Drama Thriller,['StevenSoderbergh'],"['MattDamon', 'KateWinslet', 'JudeLaw', 'GwynethPaltrow']"
5734576,Horror Mystery Thriller,['DiederikVanRooijen'],"['ShayMitchell', 'GreyDamon', 'KirbyJohnson', 'NickThune']"
6079516,Horror Thriller,['AdamRandall'],"['HelenHunt', 'JonTenney', 'OwenTeague', 'JudahLewis']"
6722030,Drama Horror Mystery Thriller,['DeonTaylor'],"['MichaelEaly', 'MeaganGood', 'DennisQuaid', 'JosephSikora']"
6777056,Drama,['KantemirBalagov'],"['AtremCipin', 'OlgaDragunova', 'VeniaminKac', 'AnnaLevit']"
6952604,Drama,['BorisKhlebnikov'],"['AleksandrYatsenko', 'IrinaGorbacheva', 'NikolayShrayber', 'MaksimLagashkin']"
7073710,Horror Thriller,['ColinMinihan'],"['HannahEmilyAnderson', 'BrittanyAllen', 'MarthaMacIsaac', 'JoeyKlein']"
8485364,Drama Mystery SciFi,['ChristianVolckman'],"['OlgaKurylenko', 'KevinJanssens', 'JoshuaWilson', 'JohnFlanders']"
1305591,Animation Adventure Family SciFi,['SimonWells'],"['SethGreen', 'JoanCusack', 'DanFogler', 'ElisabethHarnois']"
6587640,Animation Adventure Comedy Family Fantasy Musical,"['WaltDohrn', 'DavidP.Smith']","['AnnaKendrick', 'JustinTimberlake', 'RachelBloom', 'JamesCorden']"
8721424,Biography Drama Musical,['Lin-ManuelMiranda'],"['AndrewGarfield', 'AlexandraShipp', 'RobindeJesus', 'VanessaHudgens']"
9376612,Action Adventure Fantasy,['DestinDanielCretton'],"['SimuLiu', 'Awkwafina', 'TonyLeungChiu-wai', 'BenKingsley']"
120907,Horror SciFi Thriller,['DavidCronenberg'],"['JudeLaw', 'JenniferJasonLeigh', 'IanHolm', 'WillemDafoe']"
480025,Crime Drama,['ShaneMeadows'],"['ThomasTurgoose', 'StephenGraham', 'JoHartley', 'AndrewShim']"
861689,Drama Mystery SciFi Thriller,['FernandoMeirelles'],"['JulianneMoore', 'MarkRuffalo', 'GaelGarcíaBernal', 'YûsukeIseya']"
1164999,Drama Romance,['AlejandroG.Iñárritu'],"['JavierBardem', 'MaricelÁlvarez', 'HanaaBouchaib', 'GuillermoEstrella']"
1618448,Documentary Adventure Drama Thriller,[],[]
1838571,Action Comedy Horror,['AlejandroBrugués'],"['AlexisDíazdeVillegas', 'JorgeMolina', 'AndrosPerugorría', 'AndreaDuro']"
1865425,Documentary,[],[]
2120152,Documentary Crime,[],[]
2125608,Documentary Biography Music,['MalikBendjelloul'],[]
3118452,Drama Mystery SciFi Thriller,"['AaronHann', 'MarioMiscione']","['AllegraMasters', 'AimeeMcKay', 'AshleyKey', 'AutumnFederici']"
3203290,Documentary Action,['Valve'],[]
5222918,Comedy Drama,['AkiKaurismäki'],"['TimoTorikka', 'SherwanHaji', 'SakariKuosmanen', 'KaijaPakarinen', 'TuomariNurmio', 'AbdiJama', 'AnttiVirmavirta']"
21814,Fantasy Horror,"['TodBrowning', 'KarlFreund']","['BelaLugosi', 'HelenChandler', 'DavidManners', 'DwightFrye']"
21884,Drama Horror SciFi,['JamesWhale'],"['ColinClive', 'MaeClarke', 'BorisKarloff', 'JohnBoles']"
22100,Crime Mystery Thriller,['FritzLang'],"['PeterLorre', 'EllenWidmann', 'IngeLandgut', 'OttoWernicke']"
22913,Drama Horror,['TodBrowning'],"['WallaceFord', 'LeilaHyams', 'OlgaBaclanova', 'RoscoeAtes']"
23245,Fantasy Horror,['KarlFreund'],"['BorisKarloff', 'ZitaJohann', 'DavidManners', 'ArthurByron']"
34398,Horror,['GeorgeWaggner'],"['BelaLugosi', 'ClaudeRains', 'WarrenWilliam', 'LonChaneyJr.', 'RalphBellamy', 'PatricKnowles']"
44121,Horror SciFi,"['ChristianNyby', 'HowardHawks']","['KennethTobey', 'MargaretSheridan', 'JamesArness', 'RobertCornthwaite']"
48424,Crime Drama Noir Thriller,['CharlesLaughton'],"['RobertMitchum', 'ShelleyWinters', 'LillianGish', 'JamesGleason']"
50766,Fantasy Horror Mystery Thriller,['JacquesTourneur'],"['DanaAndrews', 'PeggyCummins', 'NiallMacGinnis', 'MauriceDenham']"
51554,Horror,['TerenceFisher'],"['PeterCushing', 'ChristopherLee', 'MichaelGough', 'MelissaStribling']"
52077,Horror SciFi,['EdwardD.WoodJr.'],"['DudleyManlove', 'GregoryWalcott', 'TomKeene', 'MonaMcKinnon', 'DukeMoore', 'CarlAnthony', 'PaulMarco', 'TorJohnson']"
54067,Horror,['MarioBava'],"['BarbaraSteele', 'JohnRichardson', 'AndreaChecchi', 'IvoGarrani']"
54167,Crime Drama Horror Thriller,['MichaelPowell'],"['KarlheinzBöhm', 'AnnaMassey', 'MoiraShearer', 'MaxineAudley']"
55830,Horror Mystery,['HerkHarvey'],"['CandaceHilligoss', 'FrancesFeist', 'SidneyBerger', 'ArtEllison']"
57129,Horror,['RobertWise'],"['JulieHarris', 'ClaireBloom', 'RichardJohnson', 'RussTamblyn']"
57603,Horror,['MarioBava'],"['MichèleMercier', 'LidiaAlfonsi', 'BorisKarloff', 'MarkDamon']"
60153,Adventure Comedy Crime Family,['LeslieH.Martinson'],"['AdamWest', 'BurtWard', 'LeeMeriwether', 'CesarRomero']"
63350,Horror,['GeorgeA.Romero'],"['KyraSchon', 'DuaneJones', ""JudithO'Dea"", 'KarlHardman', 'MarilynEastman', 'KeithWayne', 'JudithRidley']"
64665,Drama,['JohnSchlesinger'],"['DustinHoffman', 'JonVoight', 'SylviaMiles', 'JohnMcGiver']"
66849,Horror,['PiersHaggard'],"['PatrickWymark', 'LindaHayden', 'BarryAndrews', 'MicheleDotrice']"
66999,Action Crime Thriller,['DonSiegel'],"['ClintEastwood', 'AndrewRobinson', 'HarryGuardino', 'ReniSantoni']"
67800,Crime Drama Thriller,['SamPeckinpah'],"['DustinHoffman', 'SusanGeorge', 'PeterVaughan', 'T.P.McKenna']"
68833,Horror Thriller,['WesCraven'],"['SandraPeabody', 'LucyGrantham', 'DavidHess', 'FredJ.Lincoln']"
69995,Drama Horror Thriller,['NicolasRoeg'],"['JulieChristie', 'DonaldSutherland', 'HilaryMason', 'CleliaMatania']"
70355,Action Crime Mystery Thriller,['TedPost'],"['ClintEastwood', 'HalHolbrook', 'MitchellRyan', 'DavidSoul']"
70917,Horror Mystery Thriller,['RobinHardy'],"['EdwardWoodward', 'ChristopherLee', 'DianeCilento', 'BrittEkland']"
71222,Horror Mystery Thriller,['BobClark'],"['OliviaHussey', 'KeirDullea', 'MargotKidder', 'JohnSaxon']"
72251,Action Crime Thriller,['JosephSargent'],"['WalterMatthau', 'RobertShaw', 'MartinBalsam', 'HectorElizondo']"
73631,Action SciFi Sport,['NormanJewison'],"['JamesCaan', 'JohnHouseman', 'MaudAdams', 'JohnBeck']"
74102,Drama Romance,['NagisaÔshima'],"['TatsuyaFuji', 'EikoMatsuda', 'AoiNakajima', 'YasukoMatsui']"
74156,Action Crime Thriller,['JohnCarpenter'],"['AustinStoker', 'DarwinJoston', 'LaurieZimmer', 'MartinWest']"
74483,Action Crime Thriller,['JamesFargo'],"['ClintEastwood', 'TyneDaly', 'HarryGuardino', 'BradfordDillman']"
76009,Horror,"['JohnBoorman', 'RospoPallenberg']","['RichardBurton', 'LindaBlair', 'LouiseFletcher', 'MaxvonSydow']"
76141,Comedy Mystery,[],"['MelBrooks', 'MadelineKahn', 'ClorisLeachman', 'HarveyKorman']"
76723,Comedy Drama Sport,['GeorgeRoyHill'],"['PaulNewman', 'MichaelOntkean', 'StrotherMartin', 'JenniferWarren']"
76740,Adventure Drama Thriller,['WilliamFriedkin'],"['RoyScheider', 'BrunoCremer', 'FranciscoRabal', 'Amidou']"
76786,Horror,['DarioArgento'],"['JessicaHarper', 'StefaniaCasini', 'FlavioBucci', 'MiguelBosé']"
77402,Horror Thriller,['GeorgeA.Romero'],"['DavidEmge', 'KenForee', 'ScottH.Reiniger', 'GaylenRoss']"
77681,Horror Thriller,['WesCraven'],"['SusanLanier', 'RobertHouston', 'JohnSteadman', 'JanusBlythe']"
77975,Comedy,['JohnLandis'],"['JohnBelushi', 'KarenAllen', 'TomHulce', 'StephenFurst']"
78767,Horror,['StuartRosenberg'],"['JamesBrolin', 'MargotKidder', 'RodSteiger', 'DonStroud']"
78935,Adventure Horror,['RuggeroDeodato'],"['RobertKerman', 'FrancescaCiardi', 'PerryPirkanen', 'LucaBarbareschi']"
79367,Comedy,['CarlReiner'],"['SteveMartin', 'BernadettePeters', 'CatlinAdams', 'MabelKing']"
79501,Action Adventure SciFi Thriller,['GeorgeMiller'],"['MelGibson', 'JoanneSamuel', 'HughKeays-Byrne', 'SteveBisley']"
79540,Comedy,['IvanReitman'],"['BillMurray', 'HarveyAtkin', 'KateLynch', 'RussBanham']"
79714,Horror SciFi,['DonCoscarelli'],"['A.MichaelBaldwin', 'BillThornbury', 'ReggieBannister', 'KathyLester']"
80040,Horror,['DavidSchmoeller'],"['ChuckConnors', 'JocelynJones', 'JonVanNess', 'RobinSherwood']"
80057,Horror,['LucioFulci'],"['TisaFarrow', 'IanMcCulloch', 'RichardJohnson', 'AlCliver']"
80120,Action Crime Thriller,['WalterHill'],"['MichaelBeck', 'JamesRemar', 'DorseyWright', 'BrianTyler']"
80339,Comedy,"['JimAbrahams', 'DavidZucker', 'JerryZucker']","['RobertHays', 'JulieHagerty', 'LeslieNielsen', 'KareemAbdul-Jabbar']"
80487,Comedy Sport,['HaroldRamis'],"['ChevyChase', 'RodneyDangerfield', 'BillMurray', 'TedKnight']"
80661,Mystery Thriller,['BrianDePalma'],"['MichaelCaine', 'AngieDickinson', 'NancyAllen', 'KeithGordon']"
80749,Horror Thriller,['JohnCarpenter'],"['AdrienneBarbeau', 'JamieLeeCurtis', 'JanetLeigh', 'JohnHouseman']"
81318,Horror,['LucioFulci'],"['ChristopherGeorge', 'CatrionaMacColl', 'CarloDeMejo', 'AntonellaInterlenghi']"
81375,Comedy War,['HowardZieff'],"['GoldieHawn', 'EileenBrennan', 'ArmandAssante', 'RobertWebber']"
81383,Horror Thriller,['PaulLynch'],"['LeslieNielsen', 'JamieLeeCurtis', 'CaseyStevens', 'Anne-MarieMartin']"
82136,Action Comedy Sport,['HalNeedham'],"['BurtReynolds', 'RogerMoore', 'FarrahFawcett', 'DomDeLuise']"
82198,Adventure Fantasy,['JohnMilius'],"['ArnoldSchwarzenegger', 'JamesEarlJones', 'MaxvonSydow', 'SandahlBergman']"
82242,Horror Mystery,['GarySherman'],"['JamesFarentino', 'MelodyAnderson', 'JackAlbertson', 'DennisRedfield']"
82307,Horror,['LucioFulci'],"['CatrionaMacColl', 'DavidWarbeck', 'CinziaMonreale', 'AntoineSaint-John']"
82340,Action Adventure SciFi,['JohnCarpenter'],"['KurtRussell', 'LeeVanCleef', 'ErnestBorgnine', 'DonaldPleasence']"
82533,Horror,['JoeDante'],"['DeeWallace', 'PatrickMacnee', 'DennisDugan', 'ChristopherStone']"
82694,Action Adventure SciFi Thriller,['GeorgeMiller'],"['MelGibson', 'BruceSpence', 'MichaelPreston', 'MaxPhipps']"
82933,Drama Horror,['AndrzejZulawski'],"['IsabelleAdjani', 'SamNeill', 'MargitCarstensen', 'HeinzBennent']"
83131,Comedy War,['IvanReitman'],"['BillMurray', 'JohnCandy', 'HaroldRamis', 'WarrenOates']"
83530,Comedy SciFi,['KenFinkleman'],"['RobertHays', 'JulieHagerty', 'LloydBridges', 'RaymondBurr']"
83550,Horror,['DamianoDamiani'],"['JamesOlson', 'BurtYoung', 'RutanyaAlda', 'JackMagner']"
83907,Horror,['SamRaimi'],"['BruceCampbell', 'EllenSandweiss', 'RichardDeManincor', 'BetsyBaker']"
83929,Comedy Drama,['AmyHeckerling'],"['SeanPenn', 'JenniferJasonLeigh', 'JudgeReinhold', 'RobertRomanus']"
83972,Horror Thriller,['SteveMiner'],"['DanaKimmell', 'TracieSavage', 'RichardBrooker', 'TerryBallard']"
84503,Animation Drama Fantasy Music Musical,['AlanParker'],"['BobGeldof', 'ChristineHargreaves', 'JamesLaurenson', 'EleanorDavid']"
84516,Horror Thriller,['TobeHooper'],"['JoBethWilliams', ""HeatherO'Rourke"", 'CraigT.Nelson', 'BeatriceStraight']"
84522,Comedy,['BobClark'],"['DanMonahan', 'MarkHerrier', 'WyattKnight', 'RogerWilson']"
84695,Horror,['AmyHoldenJones'],"['MichelleMichaels', 'RobinStille', 'MichaelVillella', 'DebraDeLiso']"
84777,Horror Mystery Thriller,['DarioArgento'],"['AnthonyFranciosa', 'GiulianoGemma', 'JohnSaxon', 'DariaNicolodi']"
86154,Crime Horror Mystery Thriller,['RichardFranklin'],"['AnthonyPerkins', 'VeraMiles', 'MegTilly', 'RobertLoggia']"
86320,Horror,['RobertHiltzik'],"['FelissaRose', 'JonathanTiersten', 'KarenFields', 'ChristopherCollet']"
87050,Horror Thriller,['FritzKiersch'],"['PeterHorton', 'LindaHamilton', 'R.G.Armstrong', 'JohnFranklin']"
87078,Action Adventure Fantasy,['RichardFleischer'],"['ArnoldSchwarzenegger', 'GraceJones', ""Oliviad'Abo"", 'WiltChamberlain']"
87799,Comedy Horror SciFi,['ThomEberhardt'],"['CatherineMaryStewart', 'KelliMaroney', 'RobertBeltran', 'SharonFarrell']"
87928,Comedy,['HughWilson'],"['SteveGuttenberg', 'G.W.Bailey', 'KimCattrall', 'BubbaSmith']"
87985,Action Drama,['JohnMilius'],"['PatrickSwayze', 'C.ThomasHowell', 'LeaThompson', 'CharlieSheen']"
88000,Comedy,['JeffKanew'],"['RobertCarradine', 'AnthonyEdwards', 'TimothyBusfield', 'AndrewCassese']"
88117,Horror Thriller,['CharlesE.SellierJr.'],"['LilyanChauvin', 'GilmerMcCormick', 'ToniNero', 'RobertBrianWilson']"
88128,Comedy Romance,['JohnHughes'],"['MollyRingwald', 'AnthonyMichaelHall', 'JustinHenry', 'MichaelSchoeffling']"
88247,Action SciFi,['JamesCameron'],"['ArnoldSchwarzenegger', 'LindaHamilton', 'MichaelBiehn', 'PaulWinfield']"
88258,Comedy Music,[],"['RobReiner', 'MichaelMcKean', 'ChristopherGuest', 'KimberlyStringer']"
88286,Comedy Music,"['JimAbrahams', 'DavidZucker', 'JerryZucker']","['ValKilmer', 'OmarSharif', 'JeremyKemp', 'WarrenClarke']"
88794,Comedy Romance,['SavageSteveHolland'],"['JohnCusack', 'DavidOgdenStiers', 'KimDarby', 'DemianSlade']"
88933,Comedy Drama SciFi,['RonHoward'],"['DonAmeche', 'WilfordBrimley', 'HumeCronyn', 'BrianDennehy']"
88944,Action Adventure Thriller,['MarkL.Lester'],"['ArnoldSchwarzenegger', 'RaeDawnChong', 'DanHedaya', 'VernonWells']"
89013,Horror,['LambertoBava'],"['UrbanoBarberini', 'NatashaHovey', 'KarlZinny', 'FioreArgento']"
89155,Comedy Crime Mystery,['MichaelRitchie'],"['ChevyChase', 'JoeDonBaker', 'DanaWheeler-Nicholson', 'RichardLibertini']"
89173,Horror Mystery Thriller,['DannySteinmann'],"['MelanieKinnaman', 'JohnShepherd', 'AnthonyBarrile', 'SuzanneBateman']"
89175,Horror Thriller,['TomHolland'],"['ChrisSarandon', 'WilliamRagsdale', 'AmandaBearse', 'RoddyMcDowall']"
89489,Action Horror Mystery Romance SciFi Thriller,['TobeHooper'],"['SteveRailsback', 'MathildaMay', 'PeterFirth', 'FrankFinlay']"
89530,Action Adventure SciFi,"['GeorgeMiller', 'GeorgeOgilvie']","['MelGibson', 'TinaTurner', 'BruceSpence', 'AdamCockburn']"
89670,Adventure Comedy,['AmyHeckerling'],"['ChevyChase', ""BeverlyD'Angelo"", 'DanaHill', 'JasonLively']"
89822,Comedy,"['JerryParis', 'JamesSignorelli']","['SteveGuttenberg', 'BubbaSmith', 'DavidGraf', 'MichaelWinslow']"
89885,Comedy Horror SciFi,['StuartGordon'],"['JeffreyCombs', 'BruceAbbott', 'BarbaraCrampton', 'DavidGale']"
89893,Action Adventure Fantasy,['RichardFleischer'],"['ArnoldSchwarzenegger', 'BrigitteNielsen', 'SandahlBergman', 'PaulL.Smith']"
89907,Comedy Horror SciFi,"[""DanO'Bannon""]","['CluGulager', 'JamesKaren', 'DonCalfa', 'ThomMathews']"
90056,Adventure Comedy,['JohnLandis'],"['ChevyChase', 'DanAykroyd', 'MarkStewart', 'SeanDaniel']"
90060,Drama Romance,['JoelSchumacher'],"['DemiMoore', 'RobLowe', 'AndrewMcCarthy', 'EmilioEstevez']"
90094,Comedy Horror SciFi,['LarryCohen'],"['MichaelMoriarty', 'AndreaMarcovicci', 'GarrettMorris', 'PaulSorvino']"
90180,Action Crime Drama Thriller,['WilliamFriedkin'],"['WilliamPetersen', 'WillemDafoe', 'JaneLeeves', 'CheriseBates']"
90655,Horror Mystery,['FredWalton'],"['DeborahForeman', ""GriffinO'Neal"", 'ClaytonRohner', 'JayBaker']"
90728,Action Adventure Comedy Fantasy,['JohnCarpenter'],"['KurtRussell', 'KimCattrall', 'DennisDun', 'JamesHong']"
90859,Action Crime Thriller,['GeorgeP.Cosmatos'],"['SylvesterStallone', 'BrigitteNielsen', 'ReniSantoni', 'AndrewRobinson']"
91042,Comedy,['JohnHughes'],"['MatthewBroderick', 'AlanRuck', 'MiaSara', 'JeffreyJones']"
91059,Adventure Family SciFi,['RandalKleiser'],"['JoeyCramer', 'PaulReubens', 'CliffDeYoung', 'VeronicaCartwright']"
91223,Comedy Fantasy Horror,['SteveMiner'],"['WilliamKatt', 'KayLenz', 'GeorgeWendt', 'RichardMoll']"
91369,Adventure Family Fantasy Musical,['JimHenson'],"['DavidBowie', 'JenniferConnelly', 'TobyFroud', 'ShelleyThompson']"
91419,Comedy Horror Musical Romance SciFi,['FrankOz'],"['RickMoranis', 'EllenGreene', 'VincentGardenia', 'LeviStubbs']"
91499,Action Comedy Horror SciFi,['StephenKing'],"['EmilioEstevez', 'PatHingle', 'LauraHarrington', 'YeardleySmith']"
91777,Comedy,['JerryParis'],"['SteveGuttenberg', 'BubbaSmith', 'DavidGraf', 'MichaelWinslow']"
91790,Comedy Drama Romance,['HowardDeutch'],"['MollyRingwald', 'JonCryer', 'HarryDeanStanton', 'AnniePotts']"
91949,Comedy Family SciFi,['JohnBadham'],"['AllySheedy', 'SteveGuttenberg', 'FisherStevens', 'AustinPendleton']"
92076,Comedy Horror,['TobeHooper'],"['DennisHopper', 'CarolineWilliams', 'JimSiedow', 'BillMoseley']"
92086,Comedy Western,['JohnLandis'],"['SteveMartin', 'ChevyChase', 'MartinShort', 'AlfonsoArau']"
92991,Comedy Horror,['SamRaimi'],"['BruceCampbell', 'SarahBerry', 'DanHicks', 'KassieWesleyDePaiva']"
93177,Horror Thriller,['CliveBarker'],"['AndrewRobinson', 'ClareHiggins', 'AshleyLaurence', 'SeanChapman']"
93260,Action Adventure Comedy Fantasy SciFi Thriller,['JoeDante'],"['DennisQuaid', 'MartinShort', 'MegRyan', 'KevinMcCarthy']"
93493,Comedy Fantasy Romance,['MichaelGottlieb'],"['AndrewMcCarthy', 'KimCattrall', 'EstelleGetty', 'JamesSpader']"
93507,Action Adventure Fantasy SciFi Thriller,['GaryGoddard'],"['DolphLundgren', 'FrankLangella', 'MegFoster', 'BillyBarty']"
93560,Action Comedy Fantasy Horror,['FredDekker'],"['AndreGower', 'RobbyKiger', 'StephenMacht', 'DuncanRegehr']"
93693,Comedy Romance,['GarryMarshall'],"['GoldieHawn', 'KurtRussell', 'EdwardHerrmann', 'KatherineHelmond']"
93756,Comedy Crime,['JimDrake'],"['SteveGuttenberg', 'BubbaSmith', 'MichaelWinslow', 'DavidGraf']"
94226,Crime Drama Thriller,['BrianDePalma'],"['KevinCostner', 'SeanConnery', 'RobertDeNiro', 'CharlesMartinSmith']"
94602,Action Crime Drama Mystery Thriller,['AndrewDavis'],"['StevenSeagal', 'PamGrier', 'HenrySilva', 'RonDean']"
94894,Action Crime Drama Romance Thriller,['DennisHopper'],"['SeanPenn', 'RobertDuvall', 'MariaConchitaAlonso', 'RandyBrooks']"
94898,Comedy Romance,['JohnLandis'],"['EddieMurphy', 'PaulBates', 'GarcelleBeauvais', 'Feather']"
94963,Action Crime Mystery Thriller,['BuddyVanHorn'],"['ClintEastwood', 'LiamNeeson', 'PatriciaClarkson', 'EvanC.Kim']"
95174,Crime Drama Mystery Thriller,['RomanPolanski'],"['HarrisonFord', 'BettyBuckley', 'EmmanuelleSeigner', 'DjibySoumare']"
95253,Comedy,['HowardDeutch'],"['DanAykroyd', 'JohnCandy', 'StephanieFaracy', 'AnnetteBening']"
95294,Horror Thriller,['TonyRandel'],"['DougBradley', 'AshleyLaurence', 'ClareHiggins', 'KennethCranham']"
95444,Comedy Horror SciFi,['StephenChiodo'],"['GrantCramer', 'SuzanneSnyder', 'JohnAllenNelson', 'JohnVernon']"
95583,Action Crime Horror Mystery,['WilliamLustig'],"['TomAtkins', 'BruceCampbell', 'LaureneLandon', 'RichardRoundtree']"
95705,Comedy Crime,['DavidZucker'],"['LeslieNielsen', 'PriscillaPresley', 'O.J.Simpson', 'RicardoMontalban']"
95882,Comedy Crime,['AlanMyerson'],"['BubbaSmith', 'DavidGraf', 'MichaelWinslow', 'LeslieEasterbrook']"
95963,Action Comedy Crime Thriller,['WalterHill'],"['ArnoldSchwarzenegger', 'JimBelushi', 'PeterBoyle', ""EdO'Ross""]"
96061,Comedy Drama Fantasy Romance,['RichardDonner'],"['BillMurray', 'KarenAllen', 'JohnForsythe', 'JohnGlover']"
96320,Comedy Crime,['IvanReitman'],"['ArnoldSchwarzenegger', 'DannyDeVito', 'KellyPreston', 'ChloeWebb']"
96454,Comedy Crime Mystery,['ThomEberhardt'],"['MichaelCaine', 'BenKingsley', 'JeffreyJones', 'LysetteAnthony']"
97108,Crime Drama,['PeterGreenaway'],"['RichardBohringer', 'MichaelGambon', 'HelenMirren', 'AlanHoward']"
97366,Comedy Mystery Crime,['MichaelRitchie'],"['ChevyChase', 'HalHolbrook', 'JuliannePhillips', 'R.LeeErmey']"
97523,Adventure Comedy Family SciFi,['JoeJohnston'],"['RickMoranis', 'MattFrewer', 'MarciaStrassman', 'KristineSutherland']"
97637,Action Comedy Crime,['RodDaniel'],"['JimBelushi', 'MelHarris', 'KevinTighe', ""EdO'Neill""]"
97815,Comedy Sport,['DavidS.Ward'],"['TomBerenger', 'CharlieSheen', 'CorbinBernsen', 'MargaretWhitton']"
98282,Comedy Crime,['ArthurHiller'],"['RichardPryor', 'GeneWilder', 'JoanSeverance', 'KevinSpacey']"
98354,Comedy Horror,['BrianYuzna'],"['BillyWarlock', ""ConcettaD'Agnese"", 'BenSlack', 'EvanRichards']"
98536,Comedy Crime Drama Thriller,['RogerSpottiswoode'],"['TomHanks', 'MareWinningham', 'CraigT.Nelson', 'ReginaldVelJohnson']"
98554,Comedy,['JohnHughes'],"['JohnCandy', 'MacaulayCulkin', 'JeanLouisaKelly', 'GabyHoffmann']"
98627,Adventure Comedy Crime,['TedKotcheff'],"['AndrewMcCarthy', 'JonathanSilverman', 'CatherineMaryStewart', 'TerryKiser']"
99141,Action Comedy,['JohnBadham'],"['MelGibson', 'GoldieHawn', 'DavidCarradine', 'BillDuke']"
99253,Horror Thriller,['JohnLafia'],"['AlexVincent', 'JennyAgutter', 'GerritGraham', 'ChristineElise']"
99528,Drama Horror Mystery,['WilliamPeterBlatty'],"['GeorgeC.Scott', 'EdFlanders', 'BradDourif', 'JasonMiller']"
99582,Drama Horror SciFi Thriller,['JoelSchumacher'],"['KieferSutherland', 'KevinBacon', 'JuliaRoberts', 'WilliamBaldwin']"
99763,Biography Crime Drama Horror Thriller,['JohnMcNaughton'],"['MichaelRooker', 'TracyArnold', 'TomTowles', 'MaryDemas']"
99938,Comedy Crime,['IvanReitman'],"['ArnoldSchwarzenegger', 'PenelopeAnnMiller', 'PamelaReed', 'LindaHunt']"
100114,Action Adventure Crime Drama Thriller,['DwightH.Little'],"['StevenSeagal', 'JoannaPacula', 'BasilWallace', 'KeithDavid']"
100403,Action Horror SciFi,['StephenHopkins'],"['DannyGlover', 'GaryBusey', 'KevinPeterHall', 'RubénBlades']"
